,Unnamed: 0,User Name,Status,Received,Complete,Decision,Type,Sent,grant,GPA,LSAT_x,Last Updated,Year,Law School,match,rank_2018,Tuition,FT Enrollment,Location,threshold,rank_2012,rank_2013,rank_2014,rank_2015,score 2012,score 2013,score 2014,score 2015,score 2009,score 2010,score 2011,rank_2009,rank_2010,rank_2011,rank_2000,rank_2001,rank_2002,rank_2003,rank_2004,rank_2005,rank_2006,rank_2007,rank_2008,rank_1987,rank_1990,rank_1991,rank_1992,rank_1993,rank_1994,rank_1995,rank_1996,rank_1997,rank_1998,rank_1999,Status_Final,Defer,Waitlist,Attend,Withdraw,Part Time,Sent_delta,Decision_delta,Waitlisted,Accepted,Pending,Rejected,ED,SP,grant yes,Attend Reported,Status_Final Reported,unranked,rank_cross,ED_school,ED_cross,SP_school,SP_cross,index,Major,Degree GPA,LSAT 2,LSAT 3,LSAT 1,LSDAS GPA,LSAT,Gender,State,Race2,Years out of Undergrad,group,public,college rank,tuition,groups,social sciences,arts & humanities,business & management,natural sciences,engineering,health professions,other,Athletic/Varsity,Community/Volunteer,Greek,Leadership,Legal Internship,Legal Work Experience,Military,Non-legal Internship,Non-legal Work Experience,Overseas,Strong Letters,Student Societies,EC at all,national_univ,national_lac,midwest_univ,western_univ,north_univ,hbcu,south_univ,western_college,midwest_college,south_college,eng_nodoctorate,north_college,Female,Male,south,west,northeast,midwest,1-2 Years,3-4 Years,In Undergrad,5-9 Years,10+ Years,white,asian and pacific islander,african,"Mixed, probably not urm",hispanic,mexican,puerto rican,Native American or alaskan,neutral,positive,bad,foreign,bad_school,Gender copy,major sum,stem & others,Ranked Nationally,Ranked Regionally,Described Positively,Described Negatively,Described Neutrally,College types reported,rank_2010_cp,unranked_2010,National top 5,National top 6-20,National top 21-50,National below 51,Law unranked,Law top 14,Law top 15-50,Law below 51,minority
42394,42394,APRESH8,Accepted  W,,2006-10-04,2006-11-09,,2006-09-25,,3.93,172.0,about 10 years,2006,Georgetown University,Georgetown University,15.0,"$57,576per year (full-time)","1,721","Washington, DC",Georgetown U,14.5,13.0,14.0,13.5,77.0,82.0,75.0,76.0,74.0,75.0,77.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,13.0,13.0,12.5,14.0,13.0,14.0,3,0,0,0,1,0,24.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,14.0,1.0,0.0,0.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42395,42395,APRESH8,Accepted  W,,2006-11-03,2007-02-02,,2006-09-06,50000.0,3.93,172.0,about 10 years,2006,University of Chicago,University of Chicago,4.0,"$59,541per year (full-time)",603,"Chicago, IL",U Chicago,5.0,5.0,4.5,4.5,90.0,93.0,92.0,92.0,80.0,84.0,88.0,7.5,6.5,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,7.5,6.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.5,6.0,3,0,0,0,1,0,5.0,149.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,6.0,1.0,0.0,0.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42396,42396,APRESH8,Accepted  W,,2006-11-08,2006-12-21,,2006-09-28,,3.93,172.0,about 10 years,2006,University of Pennsylvania,University of Pennsylvania,7.0,"$60,988per year (full-time)",749,"Philadelphia, PA",U Pennsylvania,7.5,8.0,7.5,7.0,86.0,87.0,85.0,86.0,80.0,82.0,85.0,7.5,8.0,7.5,12.5,10.5,8.5,7.5,7.5,7.0,7.0,6.5,7.5,10.0,9.0,10.0,10.0,11.0,9.0,11.5,8.0,11.0,9.5,12.5,3,0,0,0,1,0,27.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,7.0,1.0,0.0,0.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42397,42397,APRESH8,Accepted  W,,2006-10-26,2007-02-05,,2006-09-11,,3.93,172.0,about 10 years,2006,University of Virginia,University of Virginia,8.0,"$56,300per year (in-state, full-time); $59,300per year (out-of-state, full-time)",893,"Charlottesville, VA",U Virginia,9.5,8.0,7.5,8.0,85.0,87.0,85.0,84.0,79.0,80.0,83.0,10.0,11.0,10.0,8.5,7.5,8.5,9.0,9.0,8.5,9.0,10.5,10.0,8.0,10.0,8.0,8.0,8.0,14.0,7.0,9.0,9.0,9.5,7.0,3,0,0,0,1,0,10.0,147.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,9.0,1.0,0.0,0.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42398,42398,APRESH8,Accepted  W,,2006-11-09,2006-11-21,,2006-10-02,,3.93,172.0,about 10 years,2006,University of California Berkeley,University of California Berkeley,12.0,"$48,703per year (in-state, full-time); $52,654per year (out-of-state, full-time)",925,"Berkeley, CA",U C Berkeley,9.5,8.0,9.5,9.0,85.0,87.0,83.0,83.0,81.0,84.0,85.0,6.0,6.5,7.5,8.5,9.0,8.5,10.5,13.0,12.0,9.0,8.5,6.0,7.0,13.0,12.0,12.0,12.0,10.0,9.0,12.5,8.0,7.0,10.5,3,0,0,0,1,0,31.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,9.0,0.0,0.0,0.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42399,42399,APRESH8,Accepted  A,,2006-11-09,2006-11-22,,2006-09-15,,3.93,172.0,about 10 years,2006,Harvard University,Harvard University,3.0,"$60,638per year (full-time)","1,771","Cambridge, MA",Harvard U,2.0,3.0,2.5,2.0,96.0,96.0,95.0,96.0,91.0,95.0,97.0,2.5,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.5,2.5,1.5,5.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.5,2.5,3,0,0,1,-1,0,14.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,3.0,0.0,0.0,1.0,0.0,47418,sociology,3.93,,,172.0,3.93,172.0,0.0,california,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42404,42404,ARC524,Accepted  W,2006-11-17,2006-11-20,2006-12-21,,2006-11-16,13000.0,3.49,161.0,over 10 years,2006,University of South Carolina,University of South Carolina,88.0,"$25,994per year (in-state, full-time); $51,050per year (out-of-state, full-time)",607,"Columbia, SC",U South Carolina,105.0,109.0,98.5,96.5,42.0,39.0,36.0,37.0,40.0,43.0,-3.0,96.5,90.0,101.0,,,,80.5,85.0,92.0,98.5,93.5,96.5,,,,,,,,,,,,3,0,0,0,1,0,76.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,98.5,0.0,0.0,0.0,0.0,25570,history,3.5,,,161.0,3.49,161.0,0.0,north carolina,,,national_lac,0.0,6.0,"$51,075",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42405,42405,ARC524,Accepted  W,2006-12-11,2006-12-15,2006-12-18,,2006-12-10,,3.49,161.0,over 10 years,2006,Florida State University,Florida State University,48.0,"$20,683per year (in-state, full-time); $40,695per year (out-of-state, full-time)",537,"Tallahassee, FL",Florida State U,51.5,53.0,50.0,45.0,54.0,55.0,50.0,51.0,49.0,52.0,52.0,56.5,53.0,54.5,,,,66.0,69.0,56.5,54.5,54.5,56.5,,,,,,,,,,,,3,0,0,0,1,0,100.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,54.5,0.0,0.0,0.0,0.0,25570,history,3.5,,,161.0,3.49,161.0,0.0,north carolina,,,national_lac,0.0,6.0,"$51,075",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42406,42406,ARC524,"WL, Accepted  A",2006-11-09,2006-11-10,2007-02-09,,2006-11-01,,3.49,161.0,over 10 years,2006,University of Georgia,University of Georgia,30.0,"$19,488per year (in-state, full-time); $37,536per year (out-of-state, full-time)",566,"Athens, GA",U of Georgia,36.5,34.0,34.0,29.5,62.0,65.0,58.0,58.0,58.0,61.0,63.0,33.5,36.5,30.5,30.0,29.0,33.5,33.0,31.5,37.0,35.0,39.5,33.5,,,,,,27.0,27.0,27.0,27.0,35.0,37.5,3,0,1,1,-1,0,61.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,35.0,0.0,0.0,0.0,0.0,25570,history,3.5,,,161.0,3.49,161.0,0.0,north carolina,,,national_lac,0.0,6.0,"$51,075",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42408,42408,ASCU,Rejected,,2006-11-08,2007-04-11,,2006-10-12,,3.74,169.0,over 10 years,2006,University of Pennsylvania,University of Pennsylvania,7.0,"$60,988per year (full-time)",749,"Philadelphia, PA",U Pennsylvania,7.5,8.0,7.5,7.0,86.0,87.0,85.0,86.0,80.0,82.0,85.0,7.5,8.0,7.5,12.5,10.5,8.5,7.5,7.5,7.0,7.0,6.5,7.5,10.0,9.0,10.0,10.0,11.0,9.0,11.5,8.0,11.0,9.5,12.5,1,0,0,0,-1,0,41.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,7.0,1.0,0.0,0.0,0.0,3360,,,,,169.0,3.74,169.0,,new york,,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42410,42410,ASCU,Accepted  ,,2006-10-03,2006-11-16,,2006-09-20,,3.74,169.0,over 10 years,2006,Georgetown University,Georgetown University,15.0,"$57,576per year (full-time)","1,721","Washington, DC",Georgetown U,14.5,13.0,14.0,13.5,77.0,82.0,75.0,76.0,74.0,75.0,77.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,13.0,13.0,12.5,14.0,13.0,14.0,3,0,0,0,-1,0,19.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,14.0,1.0,0.0,0.0,0.0,3360,,,,,169.0,3.74,169.0,,new york,,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42411,42411,ASCU,Accepted  ,,2006-11-10,2006-11-27,,2006-09-20,27000.0,3.74,169.0,over 10 years,2006,Yeshiva University (Cardozo),Cardozo-Yeshiva University,65.0,"$56,796per year (full-time)",803.0,"New York, NY",Yeshiva U,51.5,56.0,59.0,65.5,54.0,54.0,46.0,44.0,49.0,54.0,53.0,56.5,49.5,52.5,,,,57.5,54.0,60.0,54.5,52.0,56.5,,,,,,,,,,,,3,0,0,0,-1,0,19.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,54.5,1.0,0.0,0.0,0.0,3360,,,,,169.0,3.74,169.0,,new york,,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,49.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42416,42416,ASCU,Accepted  A,,2006-11-02,2006-11-27,,2006-09-21,15000.0,3.74,169.0,over 10 years,2006,Fordham University,Fordham University,36.0,"$56,146per year (full-time)",993,"New York, NY",Fordham U,32.0,31.0,39.0,37.5,64.0,66.0,56.0,56.0,60.0,62.0,62.0,28.0,32.0,35.5,33.5,32.5,33.5,33.0,35.5,29.0,32.5,26.0,28.0,,,,,,33.5,33.0,28.0,26.0,26.5,41.0,3,0,0,1,-1,0,20.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,32.5,1.0,0.0,0.0,0.0,3360,,,,,169.0,3.74,169.0,,new york,,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42435,42435,Acrossthepond,Accepted  ,,2006-11-30,2006-12-07,,2006-11-30,,3.91,167.0,about 10 years,2006,University of California Berkeley,University of California Berkeley,12.0,"$48,703per year (in-state, full-time); $52,654per year (out-of-state, full-time)",925,"Berkeley, CA",U C Berkeley,9.5,8.0,9.5,9.0,85.0,87.0,83.0,83.0,81.0,84.0,85.0,6.0,6.5,7.5,8.5,9.0,8.5,10.5,13.0,12.0,9.0,8.5,6.0,7.0,13.0,12.0,12.0,12.0,10.0,9.0,12.5,8.0,7.0,10.5,3,0,0,0,-1,0,90.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,9.0,0.0,0.0,0.0,0.0,35324,,3.91,,,167.0,3.91,167.0,0.0,california,,,national_univ,0.0,5.0,"$57,208",,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Female,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42436,42436,Acrossthepond,Accepted  A,,2006-11-22,2007-01-31,,2006-11-22,,3.91,167.0,about 10 years,2006,Stanford University,Stanford University,2.0,"$58,236per year (full-time)",579,"Stanford, CA",Stanford U,3.0,2.0,2.5,3.0,94.0,95.0,95.0,95.0,91.0,93.0,93.0,2.5,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.5,2.5,4.5,3.0,4.0,3.0,3.0,3.0,2.5,3.0,4.0,2.5,2.5,3,0,0,1,-1,0,82.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,2.0,0.0,0.0,0.0,0.0,35324,,3.91,,,167.0,3.91,167.0,0.0,california,,,national_univ,0.0,5.0,"$57,208",,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Female,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42437,42437,Aeternitas,Waitlisted  W,2006-11-06,2006-12-18,2007-01-29,,2006-11-05,,3.77,170.0,almost 10 years,2006,Columbia University,Columbia University,5.0,"$65,260per year (full-time)","1,234","New York, NY",Columbia U,4.0,4.0,4.5,4.5,92.0,94.0,92.0,92.0,88.0,88.0,91.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.5,5.0,4.0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,2,0,1,0,1,0,65.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,4.5,1.0,0.0,0.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42439,42439,Aeternitas,Accepted  W,2006-11-06,,2006-12-18,,2006-11-05,,3.77,170.0,almost 10 years,2006,Georgetown University,Georgetown University,15.0,"$57,576per year (full-time)","1,721","Washington, DC",Georgetown U,14.5,13.0,14.0,13.5,77.0,82.0,75.0,76.0,74.0,75.0,77.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,13.0,13.0,12.5,14.0,13.0,14.0,3,0,0,0,1,0,65.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,14.0,1.0,0.0,0.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42440,42440,Aeternitas,Accepted  W,2006-11-10,2006-12-14,2006-12-14,,2006-11-05,,3.77,170.0,almost 10 years,2006,Cornell University,Cornell University,13.0,"$61,485per year (full-time)",605,"Ithaca, NY",Cornell U,13.0,14.0,13.0,13.5,80.0,81.0,76.0,76.0,77.0,78.0,78.0,12.5,13.0,13.0,10.5,12.0,13.0,10.5,12.0,12.0,13.0,13.0,12.5,15.0,14.0,13.0,14.0,14.0,11.0,14.0,11.0,12.0,13.0,10.5,3,0,0,0,1,0,65.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,13.0,0.0,0.0,1.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42441,42441,Aeternitas,Accepted  W,2006-11-15,2006-12-04,2007-01-04,,2006-11-11,,3.77,170.0,almost 10 years,2006,University of Michigan Ann Arbor,University of Michigan Ann Arbor F,8.0,"$55,012per year (in-state, full-time); $58,012per year (out-of-state, full-time)",929.0,"Ann Arbor, MI",U Michigan,7.5,10.0,9.5,10.5,86.0,86.0,83.0,82.0,79.0,81.0,84.0,10.0,9.0,9.0,7.0,7.5,8.5,7.5,7.5,8.5,9.0,8.5,10.0,3.0,7.0,6.0,6.0,7.0,8.0,9.0,7.0,7.0,9.5,8.5,3,0,0,0,1,0,71.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,9.0,1.0,0.0,1.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42442,42442,Aeternitas,Accepted  W,2006-11-08,2006-11-15,2007-03-28,,2006-11-05,42000.0,3.77,170.0,almost 10 years,2006,University of Virginia,University of Virginia,8.0,"$56,300per year (in-state, full-time); $59,300per year (out-of-state, full-time)",893,"Charlottesville, VA",U Virginia,9.5,8.0,7.5,8.0,85.0,87.0,85.0,84.0,79.0,80.0,83.0,10.0,11.0,10.0,8.5,7.5,8.5,9.0,9.0,8.5,9.0,10.5,10.0,8.0,10.0,8.0,8.0,8.0,14.0,7.0,9.0,9.0,9.5,7.0,3,0,0,0,1,0,65.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,9.0,1.0,0.0,0.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42443,42443,Aeternitas,Accepted  W,2006-11-09,2006-11-20,2006-12-27,,2006-11-08,75000.0,3.77,170.0,almost 10 years,2006,Vanderbilt University,Vanderbilt University F,17.0,"$53,150per year (full-time)",572,"Nashville, TN",Vanderbilt U,16.5,16.5,15.5,16.5,76.0,77.0,74.0,72.0,72.0,73.0,75.0,15.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,17.5,16.5,15.0,,15.0,17.0,16.0,16.0,15.0,16.0,16.0,17.0,16.0,16.5,3,0,0,0,1,0,68.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,17.5,0.0,0.0,0.0,0.0,32538,,,170.0,,170.0,3.77,170.0,1.0,california,white,,national_univ,0.0,5.0,"$57,208",,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Male,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
